ID,0,1,2,3,4,5,X,C
5120092,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5120176,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002165,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5143259,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5003330,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5145767,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5120083,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5024524,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5048073,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5017230,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5017229,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5118017,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5016338,59.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5048074,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5001948,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5120504,59.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5021637,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5116055,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5053521,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5018299,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5090648,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5048619,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5038814,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5004603,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5002160,58.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5038817,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5062189,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5004666,57.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
5116042,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5041855,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5041415,57.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5114601,57.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5017023,57.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5028256,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5116823,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5120831,57.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5060847,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5022423,56.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5122172,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5053957,56.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5024226,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5003140,56.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5060941,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003887,55.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5021662,55.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
5004392,55.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
5120911,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5135620,54.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5003770,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5028825,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5139367,54.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5069292,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5052847,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5090884,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5047640,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5060102,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5067982,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5005205,54.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0
5041662,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5143260,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5052825,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5005876,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5089607,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5012627,53.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5011083,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5053965,53.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5069425,53.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0
5023707,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5149597,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5018492,52.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5061604,52.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5024968,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
5037134,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5041176,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001888,52.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
5078715,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5066373,52.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
5136935,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5085721,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5018505,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001983,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5016841,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5012071,51.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
5061109,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5060767,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5092471,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
5023896,51.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
5089635,50.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
5121642,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067363,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5085781,50.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5118647,50.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
5061179,50.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
5125752,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5060703,50.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0
5016855,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5079237,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5115980,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5078759,50.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
5022424,50.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
5121200,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5004618,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5146044,49.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
5022542,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5021949,49.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
5002131,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5135725,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5024526,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5021676,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
